Aaron Eckhart	The Dark Knight
Elizabeth Mitchell	Santa Clause 2, The
Elizabeth Perkins	Flintstones, The
Elizabeth Taylor	National Velvet
Elizabeth Taylor	Place in the Sun, A
Elizabeth Taylor	V.I.P.s, The
Elizabeth Taylor	Giant
Elizabeth Taylor	Whos Afraid of Virginia Woolf?
Elizabeth Taylor	BUtterfield 8
Ellen Barkin	Tender Mercies
Ellen Burstyn	Exorcist, The
Ellen Burstyn	Alice Doesnt Live Here Anymore
Ellen DeGeneres	Finding Nemo
Ellen Hamilton Latzen	Fatal Attraction
Ellen Page	Inception
Ellen Page	Juno
Ellie Kemper	Bridesmaids
Elsa Martinelli	V.I.P.s, The
Emil Jannings	Last Command, The
Emile Hirsch	Milk
Emilia Fox	Pianist, The
Emily Mortimer	Cars 2
Emma Stone	The Amazing Spider-Man
Emma Stone	The Help
Emma Thompson	Men in Black 3
Emma Thompson	Howards End
Emma Thompson	Brave
Emma Watson	Harry Potter and the Goblet of Fire
Emma Watson	Harry Potter and the Deathly Hallows: Part 2
Emma Watson	Harry Potter and the Half-Blood Prince
Emma Watson	Harry Potter and the Chamber of Secrets
Emma Watson	Harry Potter and the Deathly Hallows: Part 1
Emma Watson	Harry Potter and the Order of the Phoenix
Emmanuelle Beart	Mission: Impossible
Emmanuelle Seigner	Mome, La
Emmy Rossum	The Day After Tomorrow
Eric Bana	Star Trek
Eric Bana	Hulk
Eric Lloyd	Santa Clause 2, The
Eric Lloyd	Santa Clause, The
Eric Sykes	Harry Potter and the Goblet of Fire
Ernest Borgnine	Marty
Ernest Cossart	Kitty Foyle: The Natural History of a Woman
Esmond Knight	Hamlet
Estelle Parsons	Bonnie and Clyde
Estelle Taylor	Cimarron
Esther Minciotti	Marty
Esther Rolle	Driving Miss Daisy
Ethan Hawke	Training Day
Ethel Barrymore	Farmers Daughter, The
Ethel Barrymore	None But the Lonely Heart
Eugene Levy	Bringing Down the House
Eunice Cho	Ice Age: Dawn of the Dinosaurs
Eva Gabor	Gigi
Eva Green	Casino Royale
Eva Marie Saint	On the Waterfront
Eva Mendes	Hitch
Eve Arden	Mildred Pierce
Evelyn Brent	Last Command, The
Evelyn Keyes	Gone with the Wind
Everett Sloane	Lust for Life
Ewan McGregor	Star Wars: Episode I - The Phantom Menace
Ewan McGregor	Beginners
Ewan McGregor	Star Wars: Episode II - Attack of the Clones
Ewan McGregor	Star Wars: Episode III - Revenge of the Sith
F. Murray Abraham	Amadeus
Fairuza Balk	Waterboy, The
Famke Janssen	X2
Famke Janssen	X-Men
Famke Janssen	X-Men: The Last Stand
Fanny Brice	Great Ziegfeld, The
Fay Bainter	Jezebel
Faye Dunaway	Bonnie and Clyde
Faye Dunaway	Network
Fernando Rey	French Connection, The
Finlay Currie	Around the World in Eighty Days
Fiona Shaw	Harry Potter and the Chamber of Secrets
Fiona Shaw	Harry Potter and the Prisoner of Azkaban
Floyd Red Crow Westerman	Dances with Wolves
Forest Whitaker	Platoon
Forest Whitaker	The Last King of Scotland
Forrest Tucker	Westerner, The
Frances Farmer	Come and Get It
Frances Lee McCain	Gremlins
Frances McDormand	Fargo
Frances Sternhagen	Misery
Francesca Jarvis	Lilies of the Field
Francesco Quinn	Platoon
Franchot Tone	Mutiny on the Bounty
Franchot Tone	Dangerous
Francine Bell	Matrix Revolutions, The
Frank B. Moore	Scary Movie
Frank Darien	Bad Girl
Frank Finlay	Pianist, The
Frank McHugh	Going My Way
Frank Morgan	Great Ziegfeld, The
Frank Otto	Born Yesterday
Frank Sinatra	From Here to Eternity
Frank Vincent	Raging Bull
Frank Welker	Aladdin
Franka Potente	The Bourne Supremacy
Franklin Cover	Wall Street
Franklin Dyall	Private Life of Henry VIII., The
Fred Gwynne	My Cousin Vinny
Fred MacMurray	Apartment, The
Fred Stone	Westerner, The
Fred Willard	WALL-E
Freddie Bartholomew	Captains Courageous
Freddie Highmore	Charlie and the Chocolate Factory
Freddie Prinze Jr.	Scooby-Doo
Fredric March	Best Years of Our Lives, The
Fredric March	Anthony Adverse
Freida Pinto	Rise of the Planet of the Apes
Freida Pinto	Slumdog Millionaire
Fritz Leiber	Story of Louis Pasteur, The
Fritz Wepper	Cabaret
Gabourey Sidibe	Precious: Based on the Novel Push by Sapphire
Gabriel Byrne	Usual Suspects, The
Gabrielle Anwar	Scent of a Woman
Gabrielle Union	Bad Boys II
Gabrielle Witcher	Monsters Ball
Gale Sondergaard	Anthony Adverse
Gale Sondergaard	Life of Emile Zola, The
Garrett Hedlund	TRON: Legacy
Garry Marshall	Chicken Little
Garry Shandling	Over the Hedge
Gary Cole	Talladega Nights: The Ballad of Ricky Bobby
Gary Cooper	High Noon
Gary Cooper	For Whom the Bell Tolls
Gary Cooper	Mr. Deeds Goes to Town
Gary Cooper	Westerner, The
Gary Cooper	Sergeant York
Gary Merrill	All About Eve
Gary Merrill	Twelve OClock High
Gary Oldman	Kung Fu Panda 2
Gary Oldman	The Dark Knight Rises
Gary Oldman	Batman Begins
Gary Oldman	Hannibal
Gary Oldman	Air Force One
Gary Sinise	Forrest Gump
Gary Sinise	Apollo 13
Gary Sinise	Ransom
Geena Davis	Accidental Tourist, The
Geena Davis	Stuart Little
Gemma Arterton	Clash of the Titans
Gene Hackman	Unforgiven
Gene Hackman	Firm, The
Gene Hackman	Bonnie and Clyde
Gene Hackman	French Connection, The
Gene Hackman	Superman
Gene Kelly	American in Paris, An
Gene Lockhart	Miracle on 34th Street
Gene Lockhart	Going My Way
Gene Reynolds	Boys Town
Gene Reynolds	Country Girl, The
Gene Saks	Thousand Clowns, A
Gene Tierney	Razors Edge, The
Geoffrey Rush	Pirates of the Caribbean: At Worlds End
Geoffrey Rush	Shakespeare in Love
Geoffrey Rush	Pirates of the Caribbean: The Curse of the Black Pearl
Geoffrey Rush	Pirates of the Caribbean: On Stranger Tides
Geoffrey Rush	Shine
George Bancroft	Mr. Deeds Goes to Town
George Brent	Great Lie, The
George Brent	Jezebel
George Burns	Sunshine Boys, The
George C. Scott	Patton
George Chakiris	West Side Story
George Clooney	Oceans Eleven
George Clooney	Syriana
George Clooney	Perfect Storm, The
George De La Pena	Mighty Aphrodite
George Kennedy	Airport
George Kennedy	Cool Hand Luke
George Sanders	Rebecca
George Sanders	All About Eve
George Sanders	Jungle Book, The
George Segal	Touch of Class, A
George Segal	Whos Afraid of Virginia Woolf?
George Segal	Look Whos Talking
George Tobias	Sergeant York
Georges Guetary	American in Paris, An
Georgie Henley	The Chronicles of Narnia: Prince Caspian
Georgie Henley	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
Gerald R. Molen	Rain Man
Geraldine Fitzgerald	Watch on the Rhine
Geraldine Fitzgerald	Arthur
Geraldine Page	Sweet Bird of Youth
Geraldine Page	Trip to Bountiful, The
Gerard Butler	300
Gerard Butler	How to Train Your Dragon
Gia Carides	My Big Fat Greek Wedding
Giacomo Baessato	Scary Movie
Giancarlo Giannini	Hannibal
Giancarlo Giannini	Quantum of Solace
Gig Young	They Shoot Horses, Dont They?
Gil Birmingham	The Twilight Saga: Breaking Dawn - Part 1
Gillian Anderson	The Last King of Scotland
undefined	undefined
Ginger Rogers	Kitty Foyle: The Natural History of a Woman
Ginnifer Goodwin	Walk the Line
Giovanni Ribisi	Ted
Giuliana Lojodice	Vita e bella, La
Giustino Durano	Vita e bella, La
Gladys Cooper	Rebecca
Gladys Cooper	My Fair Lady
Glen Campbell	True Grit
Glenda Jackson	Women in Love
Glenda Jackson	Touch of Class, A
Glenn Close	Air Force One
Glenn Close	Reversal of Fortune
Glenn Close	Tarzan
Glenn Close	Fatal Attraction
Glenn Close	101 Dalmatians
Gloria Grahame	Greatest Show on Earth, The
Gloria Grahame	Bad and the Beautiful, The
Gloria Holden	Life of Emile Zola, The
Glynis Johns	Mary Poppins
Goldie Hawn	Butterflies Are Free
Goldie Hawn	Shampoo
Goldie Hawn	Cactus Flower
Goran Visnjic	Ice Age
Goran Visnjic	Beginners
Gordon Jackson	Prime of Miss Jean Brodie, The
Grace Kelly	Country Girl, The
Grace Kelly	High Noon
Graham Beckel	Paper Chase, The
Graham Greene	Dances with Wolves
Greer Garson	Goodbye, Mr. Chips
Greer Garson	Mrs. Miniver
Greg Kinnear	Little Miss Sunshine
Greg Kinnear	As Good As It Gets
Gregory Fitoussi	G.I. Joe: The Rise of Cobra
Gregory Peck	To Kill a Mockingbird
Gregory Peck	Roman Holiday
Gregory Peck	Gentlemans Agreement
Gregory Peck	Big Country, The
Gregory Peck	Twelve OClock High
Greta Garbo	Grand Hotel
Gusti Huber	Diary of Anne Frank, The
Guy Pearce	L.A. Confidential
Guy Pearce	The Hurt Locker
Gwyneth Paltrow	Iron Man
Gwyneth Paltrow	Iron Man 2
Gwyneth Paltrow	Shakespeare in Love
H.B. Warner	Divine Lady, The
Hailee Steinfeld	True Grit
Haing S. Ngor	Killing Fields, The
Hal Holbrook	Julia
Hal Holbrook	Firm, The
Hal Holbrook	All the Presidents Men
Haley Joel Osment	Sixth Sense, The
Halle Berry	Die Another Day
Halle Berry	X-Men: The Last Stand
Halle Berry	Monsters Ball
Halle Berry	X2
Hank Azaria	Godzilla
Hank Azaria	Night at the Museum: Battle of the Smithsonian
Harcourt Williams	Roman Holiday
Harcourt Williams	Hamlet
Harold Ramis	Ghostbusters
Harold Russell	Best Years of Our Lives, The
Harris Yulin	Training Day
Harrison Fahn	Ice Age: Dawn of the Dinosaurs
Harrison Ford	Fugitive, The
Harrison Ford	Star Wars
Harrison Ford	Air Force One
Harrison Ford	Raiders of the Lost Ark
Harrison Ford	Star Wars: Episode V - The Empire Strikes Back
Harrison Ford	What Lies Beneath
Harrison Ford	Star Wars: Episode VI - Return of the Jedi
Harrison Ford	Indiana Jones and the Kingdom of the Crystal Skull
Harrison Ford	Indiana Jones and the Last Crusade
Harrison Ford	Indiana Jones and the Temple of Doom
Harry J. Lennix	Ray
Harry Melling	Harry Potter and the Deathly Hallows: Part 1
Harry Melling	Harry Potter and the Prisoner of Azkaban
Harry Secombe	Oliver!
Harry Shearer	The Simpsons Movie
Hartley Power	Roman Holiday
Harve Presnell	Fargo
Harvey Fierstein	Mrs. Doubtfire
Harvey Keitel	Piano, The
Harvey Lembeck	Stalag 17
Hattie McDaniel	Gone with the Wind
Hattie McDaniel	Great Lie, The
Haya Harareet	Ben-Hur
Hayden Christensen	Star Wars: Episode II - Attack of the Clones
Hayden Christensen	Star Wars: Episode III - Revenge of the Sith
Hayden Panettiere	Dinosaur
Hayden Panettiere	A Bugs Life
Hayley Atwell	Captain America: The First Avenger
Heath Ledger	The Dark Knight
Heath Ledger	Monsters Ball
Heath Ledger	Brokeback Mountain
Heather Angel	Informer, The
Heather Donahue	Blair Witch Project, The
Heather Graham	The Hangover
Heather Graham	Austin Powers: The Spy Who Shagged Me
Heather Sears	Room at the Top
Hector Elizondo	Runaway Bride
Helen Hayes	Airport
Helen Hayes	Sin of Madelon Claudet, The
Helen Hayes	Anastasia
Helen Hunt	Twister
Helen Hunt	As Good As It Gets
Helen Hunt	What Women Want
Helen Mirren	National Treasure: Book of Secrets
Helen Mirren	The Queen
Helen Shaver	Color of Money, The
Helen Slater	City Slickers
Helena Bonham Carter	The Kings Speech
Helena Bonham Carter	Howards End
Helena Bonham Carter	Alice in Wonderland
Helena Bonham Carter	Planet of the Apes
Helena Bonham Carter	Charlie and the Chocolate Factory
Helmut Bakaitis	Matrix Reloaded, The
Helmut Bakaitis	Matrix Revolutions, The
Helmut Griem	Cabaret
Henry Czerny	Mission: Impossible
Henry Fonda	On Golden Pond
Henry Fonda	Mister Roberts
Henry Fonda	Grapes of Wrath, The
Henry Fonda	Jezebel
Henry Hull	Boys Town
Henry Thomas	E.T. the Extra-Terrestrial
Henry Winkler	Waterboy, The
Henry Winkler	Click
Herbert Berghof	Harry and Tonto
Herbert Mundin	Cavalcade
Herbert Mundin	Mutiny on the Bounty
Hermino De Guzman	Year of Living Dangerously, The
Hermione Baddeley	Mary Poppins
Hermione Gingold	Gigi
Hilary Duff	Cheaper by the Dozen
Hilary Swank	Million Dollar Baby
Hilary Swank	Boys Dont Cry
Hiroyuki Sanada	Rush Hour 3
Holly Hunter	Piano, The
Holly Hunter	The Incredibles
Howard Da Silva	Lost Weekend, The
Howard Duff	Kramer vs. Kramer
Howard St. John	Born Yesterday
Hoyt Axton	Gremlins
Hubert Kounde	The Constant Gardener
Hugh Bonneville	Iris
Hugh Griffith	Ben-Hur
Hugh Griffith	Tom Jones
Hugh Jackman	X-Men Origins: Wolverine
Hugh Jackman	X2
Hugh Jackman	X-Men
Hugh Jackman	X-Men: The Last Stand
Hugh Laurie	Monsters vs Aliens
Hugh Laurie	101 Dalmatians
Hugh Laurie	Stuart Little
Hugh Marlowe	Twelve OClock High
Hugo Weaving	Matrix, The
Hugo Weaving	Captain America: The First Avenger
Hume Cronyn	Cocoon
Humphrey Bogart	African Queen, The
Humphrey Bogart	Key Largo
Humphrey Bogart	Treasure of the Sierra Madre, The
Humphrey Bogart	Casablanca
Humphrey Bogart	Barefoot Contessa, The
Iain Glen	Lara Croft: Tomb Raider
Ian Charleson	Chariots of Fire
Ian Holm	Ratatouille
Ian Keith	Divine Lady, The
Ian Keith	Two Arabian Knights
Ian McDiarmid	Star Wars: Episode III - Revenge of the Sith
Ian McKellen	Lord of the Rings: The Two Towers, The
Ian McKellen	X2
Ian McKellen	X-Men
Ian McKellen	X-Men: The Last Stand
Ian McKellen	The Da Vinci Code
Ian McShane	Kung Fu Panda
Ian McShane	Pirates of the Caribbean: On Stranger Tides
Inga Swenson	Miracle Worker, The
Ingrid Bergman	Casablanca
Ingrid Bergman	Cactus Flower
Ingrid Bergman	Gaslight
Ingrid Bergman	Murder on the Orient Express
Ingrid Bergman	For Whom the Bell Tolls
Ingrid Bergman	Anastasia
Ioan Gruffudd	Fantastic Four
Irene Bedard	Pocahontas
Irene Dunne	Cimarron
Irene Dunne	Awful Truth, The
Irene Manning	Yankee Doodle Dandy
Irene Papas	Alexis Zorbas
Irene Rich	Champ, The
Isa Crino	Lilies of the Field
Isla Fisher	Wedding Crashers
Ivan Dixon	Patch of Blue, A
J. Farrell MacDonald	In Old Arizona
J.D. Cannon	Cool Hand Luke
Jack Albertson	Subject Was Roses, The
Jack Black	Shark Tale
Jack Black	Kung Fu Panda 2
Jack Black	Kung Fu Panda
Jack Black	Ice Age
Jack Black	King Kong
Jack Carson	Mildred Pierce
Jack Davenport	Pirates of the Caribbean: The Curse of the Black Pearl
Jack Davenport	Pirates of the Caribbean: Dead Mans Chest
Jack Davenport	Pirates of the Caribbean: At Worlds End
Jack Gilford	Save the Tiger
Jack Gilford	Cocoon
Jack Hawkins	Bridge on the River Kwai, The
Jack Hawkins	Lawrence of Arabia
Jack Hawkins	Ben-Hur
Jack Kruschen	Apartment, The
Jack Lemmon	Apartment, The
Jack Lemmon	Save the Tiger
Jack Lemmon	Mister Roberts
Jack Lemmon	Fortune Cookie, The
Jack Murdock	Rain Man
Jack Nicholson	Terms of Endearment
Jack Nicholson	Few Good Men, A
Jack Nicholson	Batman
Jack Nicholson	The Departed
Jack Nicholson	Prizzis Honor
Jack Nicholson	Reds
Jack Nicholson	As Good As It Gets
Jack Nicholson	One Flew Over the Cuckoos Nest
Jack Nicholson	Anger Management
Jack Palance	City Slickers
Jack Raymond	Last Command, The
Jack Warden	All the Presidents Men
Jack Warden	Shampoo
Jack Warden	Being There
Jack Warden	Bullets Over Broadway
Jack Weston	Cactus Flower
Jackie Chan	Kung Fu Panda 2
Jackie Chan	Kung Fu Panda
Jackie Chan	Rush Hour 2
Jackie Chan	The Karate Kid
Jackie Chan	Rush Hour 3
Jackie Chan	Rush Hour
Jackie Cooper	Skippy
Jackie Cooper	Superman
Jackie Cooper	Champ, The
Jackie Searl	Skippy
Jacob Smith	Troy
Jacob Stringer	There Will Be Blood
Jacob Vargas	Traffic
Jacqueline Bisset	Airport
Jacqueline Bisset	Murder on the Orient Express
Jada Pinkett Smith	Madagascar: Escape 2 Africa
Jada Pinkett Smith	Madagascar 3: Europes Most Wanted
Jada Pinkett Smith	Madagascar
Jaden Smith	The Karate Kid
Jaden Smith	The Pursuit of Happyness
Jae Head	Hancock
Jae Head	The Blind Side
Jaimz Woolvett	Unforgiven
Jake Gyllenhaal	Brokeback Mountain
Jake Gyllenhaal	The Day After Tomorrow
Jake Johnson	Talladega Nights: The Ballad of Ricky Bobby
Jake Lloyd	Star Wars: Episode I - The Phantom Menace
James Brown	Going My Way
James Caan	Misery
James Caan	Elf
James Caan	Godfather, The
James Cagney	Mister Roberts
James Cagney	Yankee Doodle Dandy
James Caviezel	Passion of the Christ, The
James Coburn	Affliction
James Coburn	Monsters, Inc.
James Cosmo	Braveheart
James Craig	Kitty Foyle: The Natural History of a Woman
James Cromwell	The Artist
James Cromwell	The Queen
James Cromwell	L.A. Confidential
James Cromwell	Green Mile, The
James Cromwell	I, Robot
James Dean	Giant
James Dean	East of Eden
James Donald	Lust for Life
James Donald	Bridge on the River Kwai, The
James Dunn	Tree Grows in Brooklyn, A
James Dunn	Bad Girl
James Fox	Passage to India, A
James Frain	TRON: Legacy
James Franco	Milk
James Franco	Spider-Man
James Franco	Spider-Man 2
James Franco	Spider-Man 3
James Franco	Rise of the Planet of the Apes
James Garner	Sayonara
James Gleason	Free Soul, A
James Gleason	Tree Grows in Brooklyn, A
James Karen	The Pursuit of Happyness
James Keane	Crazy Heart
James Marsden	X-Men
James Marsden	Superman Returns
James McAvoy	The Last King of Scotland
James Naughton	Paper Chase, The
James Rebhorn	Scent of a Woman
James Remar	What Lies Beneath
James Robinson	Braveheart
James Stewart	You Cant Take It with You
James Stewart	Philadelphia Story, The
James Stewart	Harvey
Jameson Thomas	It Happened One Night
Jami Gertz	Twister
Jamie Foxx	Ray
Jamie Foxx	Dreamgirls
Jamie Lee Curtis	True Lies
Jamie Lee Curtis	Fish Called Wanda, A
Jane Alexander	Kramer vs. Kramer
Jane Darwell	Grapes of Wrath, The
Jane Fonda	Cat Ballou
Jane Fonda	Julia
Jane Fonda	Coming Home
Jane Fonda	They Shoot Horses, Dont They?
Jane Fonda	Klute
Jane Fonda	On Golden Pond
Jane Fonda	California Suite
Jane Lynch	Talladega Nights: The Ballad of Ricky Bobby
Jane Lynch	Alvin and the Chipmunks
Jane Withers	Giant
Jane Wyatt	None But the Lonely Heart
Jane Wyman	Johnny Belinda
Jane Wyman	Lost Weekend, The
Janet Gaynor	Seventh Heaven
Jared Harris	Sherlock Holmes: A Game of Shadows
Jason Alexander	Pretty Woman
Jason Bateman	Hancock
Jason Bateman	Juno
Jason Biggs	American Pie 2
Jason Boyd	Harry Potter and the Order of the Phoenix
Jason Davis	Talladega Nights: The Ballad of Ricky Bobby
Jason Flemyng	Clash of the Titans
Jason Fricchione	Ice Age: Dawn of the Dinosaurs
Jason Lee	Alvin and the Chipmunks: The Squeakquel
Jason Lee	Alvin and the Chipmunks
Jason Lee	The Incredibles
Jason Miller	Exorcist, The
Jason Robards	Melvin and Howard
Jason Robards	Julia
Jason Robards	Thousand Clowns, A
Jason Robards	All the Presidents Men
Jason Segel	Despicable Me
Jason Segel	Knocked Up
Jason Weaver	Lion King, The
Javier Bardem	No Country for Old Men
Javier Bardem	Vicky Cristina Barcelona
Jay Baruchel	Million Dollar Baby
Jay Baruchel	How to Train Your Dragon
Jay O. Sanders	The Day After Tomorrow
Jayma Mays	Paul Blart: Mall Cop
Jean Arthur	More the Merrier, The
Jean Arthur	Mr. Deeds Goes to Town
Jean Arthur	You Cant Take It with You
Jean Dujardin	The Artist
Jean Hersholt	Sin of Madelon Claudet, The
Jean Peters	Viva Zapata!
Jean Reno	Godzilla
Jean Reno	Mission: Impossible
Jean Reno	The Da Vinci Code
Jean Seberg	Airport
Jean Simmons	Elmer Gantry
Jean Simmons	Big Country, The
Jean Simmons	Spartacus
Jean Smart	Bringing Down the House
Jean-Paul Belmondo	Ciociara, La
Jean-Paul Rouve	Mome, La
Jeanette Hain	The Reader
Jeanne Crain	Letter to Three Wives, A
Jeanne Tripplehorn	Firm, The
Jeff Bridges	Last Picture Show, The
Jeff Bridges	TRON: Legacy
Jeff Bridges	Crazy Heart
Jeff Bridges	True Grit
Jeff Bridges	Iron Man
Jeff Bridges	Fisher King, The
Jeff Conaway	Grease
Jeff Daniels	Terms of Endearment
Jeff Daniels	101 Dalmatians
Jeff Garlin	WALL-E
Jeff Goldblum	Lost World: Jurassic Park, The
Jeff Goldblum	Jurassic Park
Jeff Goldblum	Independence Day
Jeffrey Garcia	Happy Feet
Jeffrey Jones	Ed Wood
Jeffrey Tambor	How the Grinch Stole Christmas
Jeffrey Wright	Syriana
Jeffrey Wright	Casino Royale
Jemaine Clement	Men in Black 3
Jennie Linden	Women in Love
Jennifer Aniston	Bruce Almighty
Jennifer Connelly	Hulk
Jennifer Connelly	Beautiful Mind, A
Jennifer Connelly	Pollock
Jennifer Garner	Juno
Jennifer Hudson	Dreamgirls
Jennifer Jones	Song of Bernadette, The
Jennifer Lawrence	The Hunger Games
Jennifer Tilly	Bullets Over Broadway
Jeremy Davies	Saving Private Ryan
Jeremy Irons	Lion King, The
Jeremy Irons	Reversal of Fortune
Jeremy Renner	Mission: Impossible - Ghost Protocol
Jeremy Renner	The Hurt Locker
Jeremy Slate	True Grit
Jerry OConnell	Jerry Maguire
Jerry Orbach	Beauty and the Beast
Jerry Reed	Waterboy, The
Jerzy Kosinski	Reds
Jess Hahn	Topkapi
Jessica Alba	Fantastic Four
Jessica Chastain	The Help
Jessica Lange	Blue Sky
Jessica Lange	Tootsie
Jessica Tandy	Driving Miss Daisy
Jihmi Kennedy	Glory
Jill Eikenberry	Arthur
Jim Broadbent	The Iron Lady
Jim Broadbent	Iris
Jim Broadbent	Harry Potter and the Half-Blood Prince
Jim Carrey	How the Grinch Stole Christmas
Jim Carrey	Horton Hears a Who!
Jim Carrey	Liar Liar
Jim Carrey	Batman Forever
Jim Carrey	Bruce Almighty
Jim King	Blair Witch Project, The
Jim Varney	Toy Story
Jo Van Fleet	East of Eden
Joan Blondell	Tree Grows in Brooklyn, A
Joan Chen	Last Emperor, The
Joan Crawford	Grand Hotel
Joan Crawford	Mildred Pierce
Joan Cusack	Runaway Bride
Joan Cusack	Toy Story 3
Joan Cusack	Toy Story 2
Joan Fontaine	Rebecca
Joan Fontaine	Suspicion
Joan Greenwood	Tom Jones
Joan Leslie	Sergeant York
Joan Leslie	Yankee Doodle Dandy
Joan Plowright	Bringing Down the House
Joan Plowright	101 Dalmatians
Joanna Cassidy	Who Framed Roger Rabbit
Joanne DiMauro	Mighty Aphrodite
Joanne Dru	All the Kings Men
Joanne Woodward	Three Faces of Eve, The
Joaquin Phoenix	Signs
Joaquin Phoenix	Walk the Line
Joaquin Phoenix	Gladiator
Jobyna Ralston	Wings
Jodie Foster	Accused, The
Jodie Foster	Silence of the Lambs, The
Joe Brown	In Old Arizona
Joe Mantell	Marty
Joe Morton	Terminator 2: Judgment Day
Joe Morton	What Lies Beneath
Joe Pantoliano	Fugitive, The
Joe Pantoliano	Matrix, The
Joe Pesci	Lethal Weapon 3
Joe Pesci	Home Alone 2: Lost in New York
Joe Pesci	Lethal Weapon 2
Joe Pesci	Lethal Weapon 4
Joe Pesci	Goodfellas
Joe Pesci	Home Alone
Joe Pesci	My Cousin Vinny
Joe Pesci	Raging Bull
Joel Grey	Cabaret
Joel McCrea	More the Merrier, The
Joel McCrea	Come and Get It
Joel McHale	Ted
Joely Richardson	101 Dalmatians
Joey Lauren Adams	Big Daddy
John Ashton	Beverly Hills Cop II
John Ashton	Beverly Hills Cop
John Bach	Lord of the Rings: The Return of the King, The
John Barrymore	Grand Hotel
John Belushi	Animal House
John C. McGinley	Wall Street
John C. Reilly	Chicago
John C. Reilly	The Aviator
John Carradine	Stagecoach
John Carradine	Grapes of Wrath, The
John Cassavetes	Rosemarys Baby
John Castle	The Lion in Winter
John Cazale	Deer Hunter, The
John Cazale	Godfather: Part II, The
John Cleese	Fish Called Wanda, A
John Corbett	My Big Fat Greek Wedding
John Cusack	Bullets Over Broadway
John Cusack	2012
John Derek	All the Kings Men
John Eldredge	Dangerous
John Garfield	Gentlemans Agreement
John Gielgud	Gandhi
John Gielgud	Arthur
John Goodman	Flintstones, The
John Goodman	The Artist
John Goodman	Monsters, Inc.
John Hannah	The Mummy
John Hannah	Mummy Returns, The
John Heard	Trip to Bountiful, The
John Heard	Home Alone 2: Lost in New York
John Heard	Home Alone
John Hillerman	Paper Moon
John Houseman	Paper Chase, The
John Howard	Philadelphia Story, The
John Ireland	All the Kings Men
John Kassir	Pocahontas
John Laurie	Hamlet
John Leguizamo	Ice Age
John Leguizamo	Ice Age: The Meltdown
John Lithgow	Rise of the Planet of the Apes
John Lithgow	Shrek
John Lone	Last Emperor, The
John Lone	Rush Hour 2
John Malkovich	Killing Fields, The
John Malkovich	Places in the Heart
John McGiver	Midnight Cowboy
John Megna	To Kill a Mockingbird
John Meillon	Crocodile Dundee
John Mills	Ryans Daughter
John Mills	Goodbye, Mr. Chips
John Ortiz	Fast & Furious
John Payne	Razors Edge, The
John Payne	Miracle on 34th Street
John Randolph	Prizzis Honor
John Rhys-Davies	Raiders of the Lost Ark
John Rhys-Davies	Indiana Jones and the Last Crusade
John Savage	Deer Hunter, The
John Spencer	Rock, The
John St. Polis	Coquette
John Travolta	Look Whos Talking
John Travolta	Grease
John Travolta	Wild Hogs
John Travolta	Saturday Night Fever
John Turturro	Color of Money, The
John Turturro	Transformers: Dark of the Moon
John Turturro	Transformers: Revenge of the Fallen
John Vernon	Animal House
John Wayne	True Grit
John Wayne	Stagecoach
John Wayne	Quiet Man, The
Johnny A. Sanchez	Happy Feet
Johnny Depp	Pirates of the Caribbean: At Worlds End
Johnny Depp	Alice in Wonderland
Johnny Depp	Ed Wood
Johnny Depp	Pirates of the Caribbean: The Curse of the Black Pearl
Johnny Depp	Pirates of the Caribbean: On Stranger Tides
Johnny Depp	Charlie and the Chocolate Factory
Johnny Depp	Pirates of the Caribbean: Dead Mans Chest
Johnny Knoxville	Men in Black II
